"GEOID","NAME","location","year_built.x","number_of_bathrooms.x","number_of_bedrooms.x","total_livable_area.x","sale_price.x","log_sale_price.x","BACH_PROP","WHITE_PROP","Pov_Prop","Vacancy_Rate","MEDHHINCE","near_transit","Dist_Homicide","Dist_BurgRob","Dist_Comcor","parks_400","parks_800","dist_centercity","redlining_grade","industrial_knn31","Name","crime_score","vacant_and_BurgRob","distcentercity_transit","education_and_pov"
"421010114001","Block Group 1; Census Tract 114; Philadelphia County; Pennsylvania","821 N 64TH ST",1925,2,6,2427,340000,12.7367008965923,4.94545454545455,3.70909090909091,10.3272727272727,17.2602739726027,29692,1,2155.45294108345,1054.91364096212,876.18224082279,0,6,24969.2920835833,"2",1362.82292118688,"Overbrook",292,18208.098460442,24969.2920835833,51.0730578512396
"421010176013","Block Group 3; Census Tract 176.01; Philadelphia County; Pennsylvania","2820 N LEE ST",1935,1,3,968,24000,10.0858091093301,0,10.7202680067002,80.7370184254606,28.9954337899543,12287,0,474.390219406618,576.020549421929,1196.12366982836,2,7,17503.4887060561,"4",421.704029042588,"McGuire",525,16701.9657024167,0,0
"421010167011","Block Group 1; Census Tract 167.01; Philadelphia County; Pennsylvania","2428 N BOUVIER ST",1915,1,3,1036,20000,9.90348755253613,0,0,32.6018808777429,25.2830188679245,32964,0,2548.93577515973,537.44646344159,1427.14560242202,1,4,13931.0786467071,"4",1085.7485085324,"Stanton",414,13588.269075693,0,0
"421010262002","Block Group 2; Census Tract 262; Philadelphia County; Pennsylvania","7823 RUGBY ST",1950,2,3,1356,115000,11.6526874073454,8.33333333333333,3.3625730994152,10.0877192982456,2.06489675516224,92606,0,3638.11367788937,2380.45128397244,2128.16036439279,0,1,42368.4577584551,"2",2206.31266050549,"West Oak Lane",113,4915.38613209648,0,84.06432748538
"421010249001","Block Group 1; Census Tract 249; Philadelphia County; Pennsylvania","5814 CRITTENDEN ST",1915,1,3,1040,33433,10.4172987151425,1.83206106870229,0,42.4427480916031,18.2038834951456,50186,1,1565.55201660767,715.058721368247,1654.76314746339,2,3,36725.9067156209,"2",1060.22010546296,"Germantown, East",293,13016.8456559754,36725.9067156209,77.7577064273645
"421010095003","Block Group 3; Census Tract 95; Philadelphia County; Pennsylvania","5837 ARCH ST",1920,1,4,1520,32500,10.3889953683178,6.94294940796555,1.18406889128095,52.9063509149623,26.4812575574365,28611,1,551.251603810017,799.481240766705,794.392440262816,1,6,21041.2245602993,"4",1188.66438028285,"Haddington",386,21171.268649082,21041.2245602993,367.326117762655
"421010112004","Block Group 4; Census Tract 112; Philadelphia County; Pennsylvania","1225 N ALDEN ST",1920,2,3,1236,220000,12.3013828253345,10.4683195592287,0,0,0,72303,1,238.888015787461,549.075143642183,1079.99083525422,2,4,20956.0910502401,"4",1434.9277226646,"Carroll Park",371,0,20956.0910502401,0
"421010289025","Block Group 5; Census Tract 289.02; Philadelphia County; Pennsylvania","5019 D ST",1942,1,3,1350,40000,10.5966347330961,0,4.26621160409556,48.6348122866894,0,51283,0,923.270706471841,502.424382171183,1618.01994776134,2,3,29832.9487458418,"2",1547.79796229553,"Feltonville",179,0,0,0
"421010242001","Block Group 1; Census Tract 242; Philadelphia County; Pennsylvania","5230 MARION ST",1920,1,3,1110,170000,12.0435537160324,16.8646080760095,33.4916864608076,16.8646080760095,3.84615384615385,54595,1,1612.42272637128,463.068825284979,754.386083299742,2,7,27956.1200825467,"3",299.985664876936,"Germantown, Penn Knox",410,1781.03394340377,27956.1200825467,284.415005557405
"421010071024","Block Group 4; Census Tract 71.02; Philadelphia County; Pennsylvania","5533 BEAUMONT ST",1925,2,3,1160,210000,12.2548628096996,0,0,27.7056277056277,9.64566929133858,38516,0,1250.86487350344,852.003919074301,1493.26734689039,0,3,18553.5666451081,"3",1506.08109344046,"Kingsessing",139,8218.14803831511,0,0
"421010061002","Block Group 2; Census Tract 61; Philadelphia County; Pennsylvania","6502 BOBOLINK PL",1925,1,3,1360,111600,11.6226763289293,14.0136054421769,11.9727891156463,8.16326530612245,0,62619,0,2273.75408531132,649.984236598513,2400.97946892444,1,4,21434.412330391,"4",1411.2799615609,"Elmwood",257,0,0,114.396779119811
"421010308004","Block Group 4; Census Tract 308; Philadelphia County; Pennsylvania","6705 OXFORD AVE",1950,2,3,2150,339900,12.7364067356842,13.5823429541596,33.7011884550085,23.4295415959253,8.29493087557604,97222,0,3246.99971195294,1697.20936925945,1182.91705249055,0,0,41798.6724925179,"2",1466.65449511591,"Oxford Circle",108,14078.2343993871,0,318.228069214605
"421010119002","Block Group 2; Census Tract 119; Philadelphia County; Pennsylvania","1736 N PEACH ST",1920,2,3,1088,138000,11.8350089641393,5.0464807436919,9.36254980079681,11.0225763612218,20.8937198067633,67153,0,1779.13876990006,550.365915855705,1187.12630236121,4,5,21366.986522866,"2",1326.71643488977,"Wynnefield",293,11499.1912370818,0,55.6252193527793
"421010105002","Block Group 2; Census Tract 105; Philadelphia County; Pennsylvania","894 N 46TH ST",1925,1,2,888,119900,11.6944133410156,17.3428798727128,3.61972951471758,27.7645186953063,9.19540229885057,39268,1,1818.95885943496,583.346872876978,535.274840018475,3,5,15194.4495109594,"4",486.898302723456,"Mill Creek",470,5364.10917588026,15194.4495109594,481.516712456386
"421010061001","Block Group 1; Census Tract 61; Philadelphia County; Pennsylvania","2705 S 70TH ST",1920,1,3,960,230000,12.3458345879053,7.99107142857143,7.27678571428571,18.4821428571429,2.97482837528604,48971,1,1783.41622858301,1279.79384140133,1412.75073567567,3,3,23998.7224308094,"4",1613.92791831287,"Elmwood",472,3807.167033917,23998.7224308094,147.69212372449
"421010278004","Block Group 4; Census Tract 278; Philadelphia County; Pennsylvania","1551 W CHAMPLOST AVE",1905,1,3,1568,55000,10.9150884642146,1.13027959547888,0,16.0618679357525,0,60694,0,2237.12356722885,687.332603361518,464.572897588676,1,3,34018.6701421052,"2",707.347086587492,"Ogontz",336,0,0,18.1544015930575
"421010149006","Block Group 6; Census Tract 149; Philadelphia County; Pennsylvania","3210 CLIFFORD ST",1915,2,4,1744,295000,12.594730635322,26.7716535433071,16.6785969935576,25.5547602004295,0,77656,0,2603.57869969133,763.209230507818,1535.8898144985,5,9,12796.8123203293,"4",944.050991732551,"Strawberry Mansion",253,0,0,684.143186468192
"421010120001","Block Group 1; Census Tract 120; Philadelphia County; Pennsylvania","2291 N 53RD ST",1925,4,6,3068,275000,12.5245263766487,13.5164835164835,33.9010989010989,7.63736263736264,14.91344873502,59609,0,2034.45459778432,1351.15773329271,1387.42301544908,1,2,23787.8599041324,"2",2267.5533641183,"Wynnefield",79,20150.4215883867,0,103.230286197319
"421010265003","Block Group 3; Census Tract 265; Philadelphia County; Pennsylvania","6952 CEDAR PARK AVE",1925,2,3,930,309000,12.6410965558799,18.1614349775785,0,45.2914798206278,22.8723404255319,43945,0,1644.54171215996,1370.39101598797,1420.21842267104,1,2,39216.501054006,"2",1020.18503470778,"West Oak Lane",97,31344.0498337675,0,822.558265800641
"421010200002","Block Group 2; Census Tract 200; Philadelphia County; Pennsylvania","1223 W WESTMORELAND ST",1935,3,3,2208,165000,12.0137007528827,9.14351851851852,40.5092592592593,9.72222222222222,36.6233766233766,26827,1,1026.28041601112,529.459818043395,720.037614080666,0,3,18805.9208899892,"3",450.127741510525,"Franklinville",718,19390.6063231477,18805.9208899892,88.8953189300412
"421010169023","Block Group 3; Census Tract 169.02; Philadelphia County; Pennsylvania","2916 W ARIZONA ST",1915,1,3,1008,30500,10.3254819625955,5.29455630126771,4.99627143922446,37.6584638329605,23.2505643340858,23333,0,500.909828760613,352.032962937403,990.459656048029,2,10,15074.5470520699,"4",1225.59382962139,"Strawberry Mansion",544,8184.96505249493,0,199.384856982863
"421010072006","Block Group 6; Census Tract 72; Philadelphia County; Pennsylvania","1222 S 57TH ST",1925,1,3,1170,30000,10.3089526606443,21.5499660095173,2.31135282121006,10.3331067301156,7.72058823529412,54755,1,1096.49642979334,1382.12248241752,1076.78643244909,3,5,20473.3103261031,"3",575.5023585513,"Kingsessing",371,10670.7985774882,20473.3103261031,222.678098806706
"421010172013","Block Group 3; Census Tract 172.01; Philadelphia County; Pennsylvania","3108 N 22ND ST",1915,1,4,1544,50000,10.8197782844103,4.46247464503043,0.202839756592292,28.8032454361055,15.1162790697674,73381,0,1980.41189650638,491.895928295546,1604.65102978279,1,6,17995.9522643843,"3",423.699623836312,"Allegheny West",296,7435.63612539776,0,128.533752453209
"421010363032","Block Group 2; Census Tract 363.03; Philadelphia County; Pennsylvania","3204 ATMORE RD",1962,1,3,1360,271656,12.5122918389804,8.01131008482564,76.7200754005655,6.97455230914232,0,90714,0,20352.0006269354,3729.32514123272,3614.99645502177,3,4,76837.7465413494,"0",2409.33260436244,"Parkwood Manor",68,0,0,55.8753012513758
"421010121002","Block Group 2; Census Tract 121; Philadelphia County; Pennsylvania","2001 N 49TH ST",1925,3,4,3794,495000,13.1123130415508,16.5289256198347,5.93538692712246,4.65815176558978,0,86833,0,3340.49844811777,2939.15883490134,2766.67714974384,2,4,21438.647846092,"2",2540.44639850095,"Wynnefield",243,0,0,76.9942440593351
"421010030015","Block Group 5; Census Tract 30.01; Philadelphia County; Pennsylvania","1617 S 16TH ST",1925,2,3,1336,400000,12.8992198260901,29.5546558704453,45.3441295546559,31.7813765182186,8.58369098712446,57109,1,1897.72877986797,527.782327469837,1109.4351273078,1,7,8321.64303320407,"4",1106.91251271225,"Newbold",66,4530.32040746641,8321.64303320407,939.287646085002
"421010151021","Block Group 1; Census Tract 151.02; Philadelphia County; Pennsylvania","2014 N STILLMAN ST",1915,1,3,1088,42000,10.6454248972655,4.15207603801901,1.00050025012506,59.1295647823912,21.6350947158524,18626,0,2798.01110324631,243.813071300183,1234.62455166475,1,3,12622.5385388661,"4",963.425256588498,"Brewerytown",746,5274.91889054233,0,245.510449071459
"421010082002","Block Group 2; Census Tract 82; Philadelphia County; Pennsylvania","5916 CHRISTIAN ST",1925,2,4,1412,175000,12.0725412529057,0,0,5.11551155115512,13.2564841498559,36449,1,1504.75167913354,972.983308410809,1142.20307697709,0,7,21884.9109995596,"2",1871.42192012836,"Cobbs Creek",161,12898.3378060222,21884.9109995596,0
"421010263021","Block Group 1; Census Tract 263.02; Philadelphia County; Pennsylvania","2117 75TH AVE",1929,1,3,1408,205000,12.2307652581205,7.90450928381963,3.92572944297082,3.92572944297082,0,132019,0,1767.96222249725,470.466056101748,1235.53801921986,0,2,42579.9524800288,"2",1074.85224923852,"West Oak Lane",265,0,0,31.0309648277269
"421010307002","Block Group 2; Census Tract 307; Philadelphia County; Pennsylvania","721 KERPER ST",1951,1,3,1334,320000,12.6760762747759,6.41025641025641,45.2380952380952,26.007326007326,14.7909967845659,55945,0,3426.77531081828,1814.86751474571,1184.1791484323,0,0,42039.5710476966,"2",1507.56118136436,"Lawndale",101,26843.6995750168,0,166.71362825209
"421010168001","Block Group 1; Census Tract 168; Philadelphia County; Pennsylvania","2262 N VAN PELT ST",1915,1,4,1462,178000,12.0895388292742,2.35756385068762,0.196463654223969,13.5559921414538,7.81049935979513,41623,0,2528.713173038,587.976998501961,1643.12579783051,1,4,13422.8214288741,"4",560.91400681355,"Stanton",137,4592.39397037383,0,31.9591170328969
"421010200001","Block Group 1; Census Tract 200; Philadelphia County; Pennsylvania","1335 W TORONTO ST",1940,1,3,1254,42500,10.6572593549125,2.97202797202797,1.92307692307692,30.7692307692308,13.768115942029,20889,1,1909.80664109382,598.66391435405,590.406240228144,2,2,17409.9654987545,"3",1098.19604645433,"Franklinville",247,8242.47418313549,17409.9654987545,91.4470145239376
"421010011012","Block Group 2; Census Tract 11.01; Philadelphia County; Pennsylvania","1232 RODMAN ST",1970,2,3,1677,637500,13.3653095560147,31.5175097276265,60.9338521400778,10.5058365758755,2.23880597014925,57069,1,4486.53473136216,1131.02288587719,301.568383125763,4,13,3240.8850507891,"4",596.405281453161,"Washington Square West",87,2532.14078927729,3240.8850507891,331.11780647701
"421010147002","Block Group 2; Census Tract 147; Philadelphia County; Pennsylvania","1723 N 19TH ST",2009,1,3,1527,237000,12.3758154201173,5.22707797772065,33.1191088260497,74.6786632390746,18.6122448979592,25112,0,2436.07467226558,466.772091673626,1175.34673233337,2,6,10290.4185723993,"4",847.707518162019,"North Central",1377,8687.6764817622,0,390.351196022583
"421010316005","Block Group 5; Census Tract 316; Philadelphia County; Pennsylvania","3002 FANSHAWE ST",1950,1,3,1312,166000,12.0197430673387,0.575373993095512,55.005753739931,2.53164556962025,10.7329842931937,60562,0,3961.38065091936,868.091925945188,1444.27111587756,0,2,41717.5711587304,"2",2252.80759959069,"Mayfair",117,9317.21700621797,0,1.45664302049496
"421010105002","Block Group 2; Census Tract 105; Philadelphia County; Pennsylvania","887 N 46TH ST",1925,1,3,1084,81500,11.308358299229,17.3428798727128,3.61972951471758,27.7645186953063,9.19540229885057,39268,1,1744.21363618755,575.095688761997,499.936880709972,2,5,15109.8657635343,"4",447.361483960586,"Mill Creek",470,5288.23621850112,15109.8657635343,481.516712456386
"421010118006","Block Group 6; Census Tract 118; Philadelphia County; Pennsylvania","5708 MALVERN AVE",1925,1,4,1528,30000,10.3089526606443,4.98753117206983,0,6.48379052369077,0,60478,0,2322.64914269949,1267.11684033022,1756.33868144484,0,2,24289.7820686788,"2",1726.36431537792,"Wynnefield",108,0,0,32.3381073500787
"421010372002","Block Group 2; Census Tract 372; Philadelphia County; Pennsylvania","2812 S 7TH ST",1920,2,3,1320,165000,12.0137007528827,13.6025504782147,36.8756641870351,7.33262486716259,17.2211350293542,70858,0,1922.26622334925,836.900010342518,939.94345669478,0,2,14231.7960514695,"4",738.778962839807,"Stadium District",286,14412.3680841764,0,99.7423998933915
